participant,trial_id,test_language,word,language_l1,input_text,typing_onset,typing_offset,orthography,phonology,translation_english_orthography,translation_english_phonology,ipa_english,translation_catalan_orthography,translation_catalan_phonology,translation_spanish_orthography,translation_spanish_phonology,lev_engspa,sim_engspa,sim_engspa_broad,lev_engcat,sim_engcat,sim_engcat_broad,lev_spacat,sim_spacat,sim_spacat_broad,frequency_zipf,soundfile,practice,length,accuracy
5583klnvweklnwvpio939vn932,162,Catalan,pa,Spanish,papá,0.809000015,4.319999933,pa,/pa/,bread,/brɛd/,brɛd,pa,/pa/,pan,/ˈpan/,0.7,0.15,0.15,1,0.15,0.15,0.333333333333333,0.966666666666666,0.966666666666666,5.10369983,Sounds/cat_pa.wav,FALSE,4,0.125
5583klnvweklnwvpio939vn932,163,Catalan,papallona,Spanish,patata,0.763999939,2.295000076,papallona,/pə.pəˈʎo.nə/,butterfly,/ˈbʌtəflaɪ/,bʌtəflaɪ,papallona,/pə.pəˈʎo.nə/,mariposa,/ma.ɾiˈpo.sa/,0.675,0.275,0.25,0.575,0.225,0.2,0.674999999999999,0.291666666666666,0.291666666666666,4.01438359,Sounds/cat_papallona.wav,FALSE,9,0.0493827160493827
5583klnvweklnwvpio939vn932,164,Catalan,patata,Spanish,patata,2.622999907,4.204999924,patata,/pəˈta.tə/,potato,/pəˈteɪtəʊ/,pəteɪtəʊ,patata,/pəˈta.tə/,patata,/paˈta.ta/,0.4,0.657738095238095,0.657738095238095,0.175,0.860119047619047,0.860119047619047,0.266666666666666,0.861111111111111,0.861111111111111,4.43921987,Sounds/cat_patata.wav,FALSE,6,0.166666666666667
5583klnvweklnwvpio939vn932,165,Catalan,pernil,Spanish,partir,4.404999971,8.585000038,pernil,/pərˈniɫ/,ham,/hæm/,hæm,pernil,/pərˈniɫ/,jamón,/xaˈmon/,0.3,0.75,0.75,0.783333333333333,0.0555555555555555,0.0555555555555555,0.8,0.237373737373737,0.237373737373737,4.22505132,Sounds/cat_pernil.wav,FALSE,6,0.0833333333333333
5583klnvweklnwvpio939vn932,166,Catalan,peu,Spanish,perro,0.75999999,9.40199995,peu,/pɛw/,foot,/fʊt/,fʊt,peu,/pɛw/,pierna,/ˈpjer.na/,0.916666666666666,0.0333333333333333,0,0.799999999999999,0.0666666666666666,0,0.75,0.472222222222222,0.472222222222222,4.93358884,Sounds/cat_peu.wav,FALSE,5,0.08
5583klnvweklnwvpio939vn932,168,Catalan,planta,Spanish,planta,0.423000097,2.237999916,planta,/ˈpɫan.tə/,plant,/plɑːnt/,plɑɑnt,planta,/ˈpɫan.tə/,planta,/ˈplan.ta/,0.233333333333333,0.861111111111111,0.861111111111111,0.483333333333333,0.861111111111111,0.861111111111111,0.133333333333333,0.972222222222222,0.972222222222222,4.76538989,Sounds/cat_planta.wav,FALSE,6,0.166666666666667
5583klnvweklnwvpio939vn932,169,Catalan,plat,Spanish,plato,1.226000071,2.575999975,plat,/ˈpɫat/,plate,/pleɪt/,pleɪt,plat,/ˈpɫat/,plato,/ˈpla.to/,0.48,0.833333333333333,0.833333333333333,0.48,0.877777777777777,0.877777777777777,0.1,0.966666666666666,0.966666666666666,5.01417243,Sounds/cat_plat.wav,FALSE,5,0.16
5583klnvweklnwvpio939vn932,170,Catalan,ploma,Spanish,plua,1.223999977,3.605000019,ploma,/ˈplo.mə/,feather,/ˈfɛðə/,fɛðə,ploma,/ˈplo.mə/,pluma,/ˈpo.ʎo/,0.65,0.216666666666666,0.166666666666666,0.68,0.262222222222222,0.222222222222222,0.52,0.611111111111111,0.611111111111111,3.98651569,Sounds/cat_ploma.wav,FALSE,5,0.12
5583klnvweklnwvpio939vn932,172,Catalan,poma,Spanish,manzana,0.464999914,4.575000048,poma,/ˈpo.ma/,apple,/ˈæpl/,æpəl,poma,/ˈpo.ma/,manzana,/manˈθa.na/,0.928571428571428,0.142857142857142,0.142857142857142,1,0.333333333333333,0.333333333333333,0.671428571428571,0.363636363636363,0.363636363636363,4.36983777,Sounds/cat_poma.wav,FALSE,7,0.0204081632653061
5583klnvweklnwvpio939vn932,173,Catalan,porc,Spanish,parque,0.857999802,2.905999899,porc,/ˈpɔrk/,pig/pork,/pɪg/pɔːk/,pɪg,porc,/ˈpɔrk/,cerdo,/'θeɾ.ðo/,0.9,0.133333333333333,0.133333333333333,0.425,0.410714285714285,0.410714285714285,0.96,0.24,0.4,4.67792748,Sounds/cat_porc.wav,FALSE,6,0.0555555555555556
5583klnvweklnwvpio939vn932,174,Catalan,porta,Spanish,puerta,0.713999987,1.947000027,porta,/ˈpɔr.tə/,door,/dɔː/,dɔɔ,porta,/ˈpɔr.tə/,puerta,/ˈpwer.ta/,0.816666666666666,0.0555555555555555,0.0555555555555555,0.64,0.25,0.25,0.4,0.684343434343434,0.684343434343434,5.68822015,Sounds/cat_porta.wav,FALSE,6,0.111111111111111
5583klnvweklnwvpio939vn932,175,Catalan,raspall,Spanish,respaldo,1.244999886,13.17599988,raspall,/rəsˈpaʎ/,brush,/brʌʃ/,brʌʃ,raspall,/rəsˈpaʎ/,cepillo,/θeˈpi.ʎo/,0.783333333333333,0,0.166666666666666,0.783333333333333,0.377777777777777,0.477777777777777,0.65,0.555555555555555,0.722222222222222,3.7481157,Sounds/cat_raspall.wav,FALSE,8,0.078125
5583klnvweklnwvpio939vn932,176,Catalan,samarreta,Spanish,amarrar,6.670000076,8.417999983,samarreta,/sə.məˈrɛ.tə/,t-shirt,/ˈtiːʃɜːt/,tiiʃɜɜt,samarreta,/sə.məˈrɛ.tə/,camiseta,/ka.mi'se.ta/,0.725,0.216666666666666,0.216666666666666,0.6375,0.383333333333333,0.383333333333333,0.475,0.5,0.5,4.38551562,Sounds/cat_samarreta.wav,FALSE,9,0.0617283950617284
5583klnvweklnwvpio939vn932,177,Catalan,sol,Spanish,sal,0.964999914,1.894999981,sol,/ˈsɔɫ/,sun,/sʌn/,sʌn,sol,/ˈsɔɫ/,sol,/ˈsol/,0.2,0.788888888888888,0.722222222222222,0.2,0.788888888888888,0.722222222222222,0,1,1,5.61234526,Sounds/cat_sol.wav,FALSE,3,0.222222222222222
5583klnvweklnwvpio939vn932,178,Catalan,taronja,Spanish,naranja,1.024000168,2.305999994,taronja,/təˈɾɔɲ.ʒə/,orange,/ˈɒrɪnʤ/,ɒrɪnʤ,taronja,/təˈɾɔɲ.ʒə/,naranja,/naˈɾaŋ.xa/,0.928571428571428,0.166666666666666,0.166666666666666,0.9,0,0.142857142857142,0.628571428571428,0.238095238095238,0.323809523809523,4.3961628,Sounds/cat_taronja.wav,FALSE,7,0.102040816326531
5583klnvweklnwvpio939vn932,181,Catalan,tobogan,Spanish,tobogán,0.372999907,6.070999861,tobogan,/tu.βuˈɣan/,slide,/slaɪd/,slaɪd,tobogan,/tu.βuˈɣan/,tobogán,/to.βoˈɣan/,0.7,0.195238095238095,0.166666666666666,0.7,0.195238095238095,0.166666666666666,0.114285714285714,0.976190476190476,0.976190476190476,3.61341713,Sounds/cat_tobogan.wav,FALSE,7,0.122448979591837
5583klnvweklnwvpio939vn932,182,Catalan,tomaquet,Spanish,tumaca,0.493000031,2.308000088,tomàquet,/tuˈma.kət/,tomato,/təˈmɑːtəʊ/,təmɑɑtəʊ,tomàquet,/tuˈma.kət/,tomate,/toˈma.te/,0.375,0.699404761904761,0.699404761904761,0.4125,0.4625,0.4625,0.485714285714285,0.782051282051282,0.782051282051282,4.48050946,Sounds/cat_tomaquet.wav,FALSE,8,0.03125
5583klnvweklnwvpio939vn932,183,Catalan,tren,Spanish,tren,0.458999872,1.35800004,tren,/ˈtɾɛn/,train,/treɪn/,treɪn,tren,/ˈtɾɛn/,tren,/ˈtɾen/,0.18,0.806666666666666,0.966666666666666,0.48,0.784444444444444,0.944444444444444,0,1,1,4.85159049,Sounds/cat_tren.wav,FALSE,4,0.25
5583klnvweklnwvpio939vn932,184,Catalan,ull,Spanish,búho,1.979000092,7.47300005,ull,/uʎ/,eye,/aɪ/,aɪ,ull,/uʎ/,ojo,/ˈo.xo/,0.833333333333333,0,0,1,0,0,0.833333333333333,0.222222222222222,0.222222222222222,4.80323419,Sounds/cat_ull.wav,FALSE,4,0
5583klnvweklnwvpio939vn932,185,Catalan,ulleres,Spanish,ojeras,1.524000168,10.53200006,ulleres,/uˈʎe.ɾəs/,glasses,/ˈglɑːsɪz/,glɑɑsɪz,ulleres,/uˈʎe.ɾəs/,gafas,/ɡaˈfas/,0.557142857142857,0.5,0.5,0.771428571428571,0.201465201465201,0.344322344322344,0.616666666666666,0.181818181818181,0.181818181818181,4.8094425,Sounds/cat_ulleres.wav,FALSE,7,0.0612244897959184
5583klnvweklnwvpio939vn932,187,Catalan,vaixell,Spanish,museo,2.095999956,3.495000124,vaixell,/bəˈʃeʎ/,boat,/bəʊt/,bəʊt,vaixell,/bəˈʃeʎ/,barco,/ˈbaɾ.ko/,0.7,0.468888888888888,0.468888888888888,0.559999999999999,0.544444444444444,0.544444444444444,0.76,0.366666666666666,0.366666666666666,4.92972113,Sounds/cat_vaixell.wav,FALSE,7,0.0204081632653061
5583klnvweklnwvpio939vn932,188,Catalan,xocolata,Spanish,chocolate,0.308000088,2.92200017,xocolata,/ʃu.kuˈɫa.tə/,chocolate,/ˈʧɒkəlɪt/,ʧɒkəlɪt,xocolata,/ʃu.kuˈɫa.tə/,chocolate,/tʃ͡o.koˈla.te/,0.2375,0.804166666666666,0.804166666666666,0.3375,0.375,0.5375,0.2,0.774999999999999,0.9375,4.67153244,Sounds/cat_xocolata.wav,FALSE,9,0.0740740740740741
5583klnvweklnwvpio939vn932,189,Catalan,zebra,Spanish,zebra,4.493999958,20.14299989,zebra,/ˈze.βɾə/,zebra,/ˈziːbrə/,ziibrə,zebra,/ˈze.βɾə/,cebra,/ˈθe.bɾa/,0.6,0.381818181818181,0.615151515151515,0.283333333333333,0.558080808080808,0.724747474747474,0.36,0.506666666666666,0.586666666666666,3.57202444,Sounds/cat_zebra.wav,FALSE,5,0.2
55ipnc9w0h32nce29jf2079jf0jf,104,Catalan,abella,Spanish,avellana,2.424999952,4.592000008,abella,/əˈbɛ.ʎə/,bee,/biː/,bii,abella,/əˈbɛ.ʎə/,abeja,/aˈβe.xa/,0.78,0.133333333333333,0.133333333333333,0.559999999999999,0.383333333333333,0.383333333333333,0.559999999999999,0.373333333333333,0.333333333333333,4.05357731,Sounds/cat_abella.wav,FALSE,8,0.078125
55ipnc9w0h32nce29jf2079jf0jf,105,Catalan,aigua,Spanish,agua,0.798999786,1.715999842,aigua,/ˈaj.ɡwə/,water,/ˈwɔːtə/,wɔɔtə,aigua,/ˈaj.ɡwə/,agua,/ˈaj.ɣwə/,0.8,0.4,0.4,0.8,0.4,0.4,0.08,0.94,0.9,5.6986085,Sounds/cat_aigua.wav,FALSE,5,0.16
55ipnc9w0h32nce29jf2079jf0jf,106,Catalan,aixeta,Spanish,horchata,0.798000097,2.567000151,aixeta,/əˈʃɛ.tə/,tap,/tæp/,tæp,aixeta,/əˈʃɛ.tə/,grifo,/ˈɡɾi.fo/,1,0,0,0.9,0.316666666666666,0.316666666666666,0.76,0.2,0.2,3.90349067,Sounds/cat_aixeta.wav,FALSE,8,0.03125
55ipnc9w0h32nce29jf2079jf0jf,107,Catalan,amanida,Spanish,amarillo,1.183999777,3.267999887,amanida,/ə.məˈni.ðə/,salad,/ˈsæləd/,sæləd,amanida,/ə.məˈni.ðə/,ensalada,/en.saˈlada/,0.35,0.628205128205128,0.628205128205128,0.928571428571428,0.166666666666666,0.166666666666666,0.712499999999999,0.216666666666666,0.216666666666666,4.34131654,Sounds/cat_amanida.wav,FALSE,8,0.0625
55ipnc9w0h32nce29jf2079jf0jf,108,Catalan,ampolla,Spanish,compuerta,1.650000095,3.383000135,ampolla,/əmˈpo.ʎə/,bottle,/ˈbɒtl/,bɒtəl,ampolla,/əmˈpo.ʎə/,botella,/boˈte.ʎa/,0.483333333333333,0.669191919191919,0.769191919191919,0.816666666666666,0.181818181818181,0.181818181818181,0.633333333333333,0.388888888888888,0.388888888888888,4.47589671,Sounds/cat_ampolla.wav,FALSE,9,0.037037037037037
55ipnc9w0h32nce29jf2079jf0jf,110,Catalan,berenar,Spanish,granada,0.69900012,2.130000114,berenar,/bə.ɾəˈna/,snack,/snæk/,snæk,berenar,/bə.ɾəˈna/,merienda,/meˈɾjen.da/,0.8125,0.291666666666666,0.291666666666666,0.85,0.366666666666666,0.366666666666666,0.4,0.536904761904761,0.511904761904761,4.25673174,Sounds/cat_berenar.wav,FALSE,7,0.0408163265306122
55ipnc9w0h32nce29jf2079jf0jf,111,Catalan,bibero,Spanish,biberon,0.298999786,1.615999937,biberó,/bi.βəˈɾo/,bottle,/ˈbɒtl/,bɒtəl,biberó,/bi.βəˈɾo/,biberón,/biβeˈɾon/,0.585714285714285,0.361904761904761,0.476190476190476,0.666666666666666,0.48030303030303,0.613636363636363,0.199999999999999,0.935897435897435,0.935897435897435,3.71874863,Sounds/cat_bibero.wav,FALSE,7,0.102040816326531
55ipnc9w0h32nce29jf2079jf0jf,112,Catalan,bici,Spanish,bicicleta,0.61500001,5.083000183,bici,/ˈbi.si/,bike,/baɪk/,baɪk,bici,/ˈbi.si/,bici,/ˈbi.θi/,0.6,0.625,0.625,0.6,0.625,0.625,0.1,0.975,1,4.22644166,Sounds/cat_bici.wav,FALSE,9,0.0493827160493827
55ipnc9w0h32nce29jf2079jf0jf,113,Catalan,boca,Spanish,boca,0.388999939,1.289000034,boca,/ˈbo.kə/,mouth,/maʊθ/,maʊθ,boca,/ˈbo.kə/,boca,/'bo.ka/,0.85,0.3,0.25,0.85,0.05,0,0.2,0.958333333333333,0.958333333333333,4.95078911,Sounds/cat_boca.wav,FALSE,4,0.25
55ipnc9w0h32nce29jf2079jf0jf,114,Catalan,bol,Spanish,bol,0.616999865,1.632999897,bol,/ˈbɔɫ/,bowl,/bəʊl/,bəʊl,bol,/ˈbɔɫ/,bol,/ˈbol/,0.225,0.779761904761904,0.779761904761904,0.225,0.744047619047619,0.744047619047619,0,1,1,4.08723575,Sounds/cat_bol.wav,FALSE,3,0.333333333333333
55ipnc9w0h32nce29jf2079jf0jf,115,Catalan,bolet,Spanish,volar,1.048000097,2.447999954,bolet,/buˈɫɛt/,mushroom,/ˈmʌʃrʊm/,mʌʃrʊm,bolet,/buˈɫɛt/,seta,/'se.ta/,0.816666666666666,0.111111111111111,0.277777777777777,0.833333333333333,0.366666666666666,0.333333333333333,1,0.422222222222222,0.422222222222222,4.22253744,Sounds/cat_bolet.wav,FALSE,5,0.08
55ipnc9w0h32nce29jf2079jf0jf,116,Catalan,bolquer,Spanish,volcán,0.532000065,5.318000078,bolquer,/buɫˈke/,nappy,/ˈnæpi/,næpɪ,bolquer,/buɫˈke/,pañal,/paˈɲal/,1,0.355555555555555,0.355555555555555,0.76,0,0,0.84,0.32,0.32,3.23076945,Sounds/cat_bolquer.wav,FALSE,7,0.0408163265306122
55ipnc9w0h32nce29jf2079jf0jf,117,Catalan,boto,Spanish,boton,0.698999882,2.48300004,botó,/buˈto/,button,/ˈbʌtn/,bʌtən,botó,/buˈto/,botón,/boˈton/,0.16,0.899999999999999,0.899999999999999,0.42,0.677777777777777,0.677777777777777,0.279999999999999,0.899999999999999,0.899999999999999,4.28114757,Sounds/cat_boto.wav,FALSE,5,0.12
55ipnc9w0h32nce29jf2079jf0jf,118,Catalan,bou,Spanish,baúl,0.865999937,3.93599987,bou,/bou/,bull,/bʊl/,bʊl,bou,/bou/,buey,/ˈbwei/,0.75,0.410714285714285,0.410714285714285,0.466666666666666,0.833333333333333,0.833333333333333,0.55,0.410714285714285,0.410714285714285,4.10054561,Sounds/cat_bou.wav,FALSE,4,0.0625
55ipnc9w0h32nce29jf2079jf0jf,119,Catalan,caixa,Spanish,casa,0.555000067,1.722000122,caixa,/ˈka.ʃə/,box,/bɒks/,bɒks,caixa,/ˈka.ʃə/,caja,/'ka.xa/,0.65,0.25,0.25,0.75,0.25,0.5,0.3,0.808333333333333,0.808333333333333,4.77068153,Sounds/cat_caixa.wav,FALSE,5,0.12
55ipnc9w0h32nce29jf2079jf0jf,120,Catalan,cama,Spanish,cama,0.881999969,1.997999907,cama,/ˈka.mə/,bed,/bɛd/,bɛd,cama,/ˈka.mə/,pierna,/ˈpjer.na/,0.883333333333333,0.266666666666666,0.266666666666666,1,0.166666666666666,0.166666666666666,0.866666666666666,0.266666666666666,0.2,4.55802057,Sounds/cat_cama.wav,FALSE,4,0.25
55ipnc9w0h32nce29jf2079jf0jf,121,Catalan,camisa,Spanish,camisa,0.030999899,1.263999939,camisa,/ˈka.mə/,shirt,/ʃɜːt/,ʃɛɛt,camisa,/ˈka.mə/,camisa,/kaˈmi.sa/,0.816666666666666,0.111111111111111,0.277777777777777,0.8,0.166666666666666,0.166666666666666,0.383333333333333,0.738888888888888,0.738888888888888,4.32244382,Sounds/cat_camisa.wav,FALSE,6,0.166666666666667
55ipnc9w0h32nce29jf2079jf0jf,122,Catalan,casa,Spanish,casa,0.299999952,1.483999968,casa,/ˈka.zə/,house,/haʊs/,haʊs,casa,/ˈka.zə/,casa,/'ka.sa/,0.6,0.55,0.5,0.6,0.3,0.25,0.25,0.858333333333333,0.858333333333333,6.01561386,Sounds/cat_casa.wav,FALSE,4,0.25
55ipnc9w0h32nce29jf2079jf0jf,123,Catalan,cavall,Spanish,caballo,0.381999969,3.733999968,cavall,/kə'baʎ/,horse,/hɔːs/,hɔɔs,cavall,/kə'baʎ/,caballo,/kaˈβa.ʎo/,0.85,0.366666666666666,0.333333333333333,0.96,0.106666666666666,0.0666666666666666,0.283333333333333,0.717676767676767,0.684343434343434,4.82213936,Sounds/cat_cavall.wav,FALSE,7,0.102040816326531
55ipnc9w0h32nce29jf2079jf0jf,124,Catalan,cirera,Spanish,sirena,0.865999937,2.384000063,cirera,/siˈɾe.ɾə/,cherry,/ˈʧɛri/,ʧɛrɪ,cirera,/siˈɾe.ɾə/,cereza,/θeˈɾe.θa/,0.65,0.199999999999999,0.583333333333333,0.616666666666666,0.366666666666666,0.75,0.433333333333333,0.511111111111111,0.694444444444444,3.57035086,Sounds/cat_cirera.wav,FALSE,6,0.111111111111111
55ipnc9w0h32nce29jf2079jf0jf,125,Catalan,colom,Spanish,color,1.315000057,2.482000113,colom,/kuˈlom/,pigeon,/ˈpɪʤɪn/,pɪʤɪn,colom,/kuˈlom/,paloma,/paˈlo.ma/,0.75,0.442929292929292,0.442929292929292,0.639999999999999,0.226666666666666,0.146666666666666,0.316666666666666,0.612121212121212,0.545454545454545,4.04297744,Sounds/cat_colom.wav,FALSE,5,0.16
55ipnc9w0h32nce29jf2079jf0jf,126,Catalan,corona,Spanish,corona,0.247999907,3.582000017,corona,/kuˈɾo.nə/,crown,/kraʊn/,kraʊn,corona,/kuˈɾo.nə/,corona,/koˈɾo.na/,0.483333333333333,0.446969696969696,0.613636363636363,0.483333333333333,0.613636363636363,0.78030303030303,0.2,0.916666666666666,0.916666666666666,4.28706305,Sounds/cat_corona.wav,FALSE,6,0.166666666666667
55ipnc9w0h32nce29jf2079jf0jf,127,Catalan,cotxe,Spanish,coche,0.134000063,1.983999968,cotxe,/ˈkɔ.t͡ʃə/,car,/kɑː/,kɑɑ,cotxe,/ˈkɔ.t͡ʃə/,coche,/ˈko.t͡ʃe/,0.575,0.494047619047619,0.494047619047619,0.575,0.494047619047619,0.494047619047619,0.1,1,1,5.37553408,Sounds/cat_cotxe.wav,FALSE,5,0.12
55ipnc9w0h32nce29jf2079jf0jf,128,Catalan,cuc,Spanish,pastel,1.915999889,3.349999905,cuc,/ˈkuk/,worm,/wɜːm/,wɜɜm,cuc,/ˈkuk/,gusano,/ɡuˈsa.no/,0.883333333333333,0,0,1,0,0,0.616666666666666,0.322222222222222,0.322222222222222,4.10448482,Sounds/cat_cuc.wav,FALSE,6,0
55ipnc9w0h32nce29jf2079jf0jf,129,Catalan,dit,Spanish,día,0.830999851,3.664999962,dit,/dit/,finger,/ˈfɪŋgə/,fɪŋgə,dit,/dit/,dedo,/ˈde.ðo/,0.88,0.133333333333333,0.133333333333333,0.86,0.2,0.2,0.625,0.577380952380952,0.577380952380952,5.94433619,Sounds/cat_dit.wav,FALSE,3,0.111111111111111
55ipnc9w0h32nce29jf2079jf0jf,130,Catalan,entrepa,Spanish,encontrar,2.431999922,4.183000088,entrepà,/ˌen.tɾəˈpa/,sandwich,/ˈsænwɪʤ/,sænwɪʤ,entrepà,/ˌen.tɾəˈpa/,bocadillo,/bo.kaˈdi.ʎo/,0.712499999999999,0.25,0.25,0.785714285714285,0.153846153846153,0.153846153846153,0.825,0.183333333333333,0.183333333333333,4.26586972,Sounds/cat_entrepa.wav,FALSE,9,0.037037037037037
55ipnc9w0h32nce29jf2079jf0jf,131,Catalan,esponja,Spanish,respuesta,1.098999977,2.698999882,esponja,/əsˈpɔn.ʒə/,sponge,/spʌnʤ/,spʌnʤ,esponja,/əsˈpɔn.ʒə/,esponja,/esˈpoŋ.xa/,0.571428571428571,0.485714285714285,0.571428571428571,0.385714285714285,0.595238095238095,0.652380952380952,0.314285714285714,0.628571428571428,0.628571428571428,3.65432638,Sounds/cat_esponja.wav,FALSE,9,0.0493827160493827
55ipnc9w0h32nce29jf2079jf0jf,133,Catalan,estruc,Spanish,astros,1.098999977,2.531999826,estruç,/əsˈtɾus/,ostrich,/ˈɒstrɪʧ/,ɒstrɪʧ,estruç,/əsˈtɾus/,avestruz,/a'βes.tɾuθ/,0.5375,0.394047619047619,0.619047619047619,0.466666666666666,0.422222222222222,0.722222222222222,0.2875,0.663095238095238,0.738095238095238,3.39446915,Sounds/cat_estruc.wav,FALSE,6,0.0833333333333333
55ipnc9w0h32nce29jf2079jf0jf,134,Catalan,flor,Spanish,flor,0.0989999770000001,1.048000097,flor,/ˈfɫɔ/,flower,/ˈflaʊə/,flaʊə,flor,/ˈfɫɔ/,flor,/ˈfloɾ/,0.38,0.544444444444444,0.544444444444444,0.62,0.55,0.55,0.75,0.910714285714285,1,4.60211014,Sounds/cat_flor.wav,FALSE,4,0.25
55ipnc9w0h32nce29jf2079jf0jf,135,Catalan,formiga,Spanish,hormiga,0.582999945,1.867000103,formiga,/furˈmi.ɡə/,ant,/ænt/,ænt,formiga,/furˈmi.ɡə/,hormiga,/oɾˈmi.ɣa/,0.783333333333333,0.199999999999999,0.166666666666666,0.814285714285714,0,0,0.428571428571428,0.383882783882783,0.498168498168498,3.69297784,Sounds/cat_formiga.wav,FALSE,7,0.122448979591837
55ipnc9w0h32nce29jf2079jf0jf,136,Catalan,forquilla,Spanish,horquilla,2.583999872,6.417999983,forquilla,/furˈki.ʎə/,fork,/fɔːk/,fɔɔk,forquilla,/furˈki.ʎə/,tenedor,/te.neˈðoɾ/,0.785714285714285,0.285714285714285,0.285714285714285,0.485714285714285,0.53030303030303,0.53030303030303,0.885714285714285,0.0285714285714285,0.142857142857142,3.73797607,Sounds/cat_forquilla.wav,FALSE,9,0.0987654320987654
55ipnc9w0h32nce29jf2079jf0jf,137,Catalan,fulla,Spanish,furia,0.799000025,1.815999985,fulla,/ˈfu.ʎə/,leaf,/liːf/,liif,fulla,/ˈfu.ʎə/,hoja,/ˈo.xa/,1,0.166666666666666,0.166666666666666,0.9,0.25,0.25,0.75,0,0,4.24216321,Sounds/cat_fulla.wav,FALSE,5,0.12
55ipnc9w0h32nce29jf2079jf0jf,138,Catalan,galeta,Spanish,coleta,0.150000095,1.53399992,galeta,/ɡəˈɫɛ.tə/,biscuit,/ˈbɪskɪt/,bɪskɪt,galeta,/ɡəˈɫɛ.tə/,galleta,/ɡaˈʎe.ta/,0.766666666666666,0.344444444444444,0.277777777777777,0.8,0.288888888888888,0.222222222222222,0.366666666666666,0.694444444444444,0.794444444444444,3.97296075,Sounds/cat_galeta.wav,FALSE,6,0.111111111111111
55ipnc9w0h32nce29jf2079jf0jf,139,Catalan,galleda,Spanish,galleta,0.19900012,1.983999968,galleda,/ɡəˈʎɛ.ðə/,bucket,/ˈbʌkɪt/,bʌkɪt,galleda,/ɡəˈʎɛ.ðə/,cubo,/'ku.βo/,1,0.288888888888888,0.288888888888888,1,0.288888888888888,0.222222222222222,0.716666666666666,0.155555555555555,0.155555555555555,3.83053279,Sounds/cat_galleda.wav,FALSE,7,0.122448979591837
55ipnc9w0h32nce29jf2079jf0jf,140,Catalan,gat,Spanish,gato,0.648999929,2.165999889,gat,/ˈɡat/,cat,/kæt/,kæt,gat,/ˈɡat/,gato,/ˈɡa.to/,0.175,0.685714285714285,0.685714285714285,0.0666666666666666,0.866666666666666,0.866666666666666,0.125,0.982142857142857,0.982142857142857,4.86519569,Sounds/cat_gat.wav,FALSE,4,0.1875
55ipnc9w0h32nce29jf2079jf0jf,141,Catalan,gerd,Spanish,ayer,1.25,2.167000055,gerd,/ˈʒɛrt/,grass,/grɑːs/,grɑɑs,gerd,/ˈʒɛrt/,césped,/ˈθes.ped/,0.833333333333333,0.181818181818181,0.181818181818181,0.8,0.222222222222222,0.222222222222222,0.716666666666666,0.399999999999999,0.5,2.96996445,Sounds/cat_gerd.wav,FALSE,4,0.0625
55ipnc9w0h32nce29jf2079jf0jf,142,Catalan,girafa,Spanish,jirafa,0.34800005,6.88499999,girafa,/ʒiˈɾa.fə/,giraffe,/ʤɪˈrɑːf/,ʤɪrɑɑf,girafa,/ʒiˈɾa.fə/,jirafa,/xi'ɾa.fa/,0.633333333333333,0.477777777777777,0.711111111111111,0.6,0.477777777777777,0.677777777777777,0.233333333333333,0.722222222222222,0.722222222222222,3.63090287,Sounds/cat_girafa.wav,FALSE,6,0.138888888888889
55ipnc9w0h32nce29jf2079jf0jf,143,Catalan,globus,Spanish,globo,0.932999849,2.316999912,globus,/ˈɡɫɔ.βus/,balloon,/bəˈluːn/,bəluun,globus,/ˈˈɡɫɔ.βus/,globo,/ˈɡlo.βo/,0.733333333333333,0.359595959595959,0.292929292929292,0.666666666666666,0.399999999999999,0.333333333333333,0.25,0.891414141414141,0.891414141414141,4.47065471,Sounds/cat_globus.wav,FALSE,6,0.111111111111111
55ipnc9w0h32nce29jf2079jf0jf,144,Catalan,gorra,Spanish,gorra,0.582999945,2.401000023,gorra,/ˈɡo.rə/,cap,/ˈkæp/,kæp,gorra,/ˈɡo.rə/,gorra,/ˈɡo.ra/,1,0.4,0.4,1,0.15,0.15,0.2,0.958333333333333,0.958333333333333,4.02496031,Sounds/cat_gorra.wav,FALSE,5,0.2
55ipnc9w0h32nce29jf2079jf0jf,145,Catalan,got,Spanish,gato,1.567000151,2.950999975,got,/ˈɡɔt/,cup,/kʌp/,kʌp,got,/ˈɡɔt/,vaso,/ˈba.so/,1,0.0833333333333333,0.0833333333333333,0.266666666666666,0.555555555555555,0.555555555555555,1,0.4,0.25,4.57894281,Sounds/cat_got.wav,FALSE,4,0.125
55ipnc9w0h32nce29jf2079jf0jf,146,Catalan,guitarra,Spanish,guitarra,0.381999969,2.075999975,guitarra,/giˈta.rə/,guitar,/gɪˈtɑː/,gɪtɑɑ,guitarra,/giˈta.rə/,guitarra,/giˈta.ra/,0.316666666666666,0.724747474747474,0.724747474747474,0.383333333333333,0.724747474747474,0.724747474747474,0.133333333333333,0.972222222222222,0.972222222222222,4.37905182,Sounds/cat_guitarra.wav,FALSE,8,0.125
55ipnc9w0h32nce29jf2079jf0jf,148,Catalan,lleo,Spanish,lado,2.017000198,3,lleó,/ʎəˈo/,lion,/ˈlaɪən/,laɪən,lleó,/ʎəˈo/,león,/leˈon/,0.3,0.677777777777777,0.677777777777777,0.7,0.25,0.37,0.5,0.452380952380952,0.602380952380952,4.49996701,Sounds/cat_lleo.wav,FALSE,4,0.0625
