20.6272 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x137ec7fd0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x137d146a0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1440,  900]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.6273 	EXP 	window1: recordFrameIntervals = False
20.7928 	EXP 	window1: recordFrameIntervals = True
20.9772 	EXP 	window1: recordFrameIntervals = False
22.7477 	EXP 	Created text_welcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_welcome', opacity=1.0, ori=0, pos=array([0. , 0.1]), rgb=array([255., 255., 255.]), text='Welcome!', units='height', win=Window(...), wrapWidth=1)
22.7664 	EXP 	Created welcome_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='yellow', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='welcome_text', opacity=1.0, ori=0, pos=array([ 0. , -0.1]), rgb=array([255., 255.,   0.]), text='Please, use headphones', units='height', win=Window(...), wrapWidth=1)
22.7793 	EXP 	Created welcome_next = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='yellow', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='welcome_next', opacity=1.0, ori=0, pos=array([ 0.5, -0.4]), rgb=array([255., 255.,   0.]), text="Press 'return' key >>", units='height', win=Window(...), wrapWidth=1)
22.9944 	EXP 	Created instructions_title = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='yellow', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='instructions_title', opacity=1.0, ori=0, pos=array([0. , 0.4]), rgb=array([255., 255.,   0.]), text='Instructions', units='height', win=Window(...), wrapWidth=1)
23.0385 	EXP 	Created instructions_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instructions_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
23.0483 	EXP 	Created instructions_next = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='yellow', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instructions_next', opacity=1.0, ori=0, pos=array([ 0.5, -0.4]), rgb=array([255., 255.,   0.]), text="Press 'return' to start! >>", units='height', win=Window(...), wrapWidth=1)
23.2472 	EXP 	Created trial_fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='yellow', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='trial_fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255.,   0.]), text='+', units='height', win=Window(...), wrapWidth=1)
23.2630 	EXP 	Created trial_word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='trial_word', opacity=1.0, ori=0, pos=array([-0.4,  0.3]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
23.3365 	EXP 	Sound trial_sound set volume 1.000
23.3379 	EXP 	Created trial_response_display = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='yellow', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='trial_response_display', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255.,   0.]), text='', units='height', win=Window(...), wrapWidth=1)
23.3507 	EXP 	Created farewell_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='farewell_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Thank you!', units='height', win=Window(...), wrapWidth=1)
23.5706 	EXP 	Created farewell_next = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='yellow', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='farewell_next', opacity=1.0, ori=0, pos=array([ 0.5, -0.4]), rgb=array([255., 255.,   0.]), text="Press 'return' key >>", units='height', win=Window(...), wrapWidth=1)
23.5828 	EXP 	text_welcome: autoDraw = True
23.5828 	EXP 	welcome_text: autoDraw = True
23.5828 	EXP 	welcome_next: autoDraw = True
25.2982 	DATA 	Keypress: return
25.3049 	EXP 	text_welcome: autoDraw = False
25.3049 	EXP 	welcome_text: autoDraw = False
25.3049 	EXP 	welcome_next: autoDraw = False
25.3049 	EXP 	instructions_title: autoDraw = True
25.3049 	EXP 	instructions_text: autoDraw = True
25.3049 	EXP 	instructions_next: autoDraw = True
26.0675 	EXP 	Imported Stimuli/trials.xlsx as conditions, 86 conditions, 3 params
26.0685 	EXP 	Created sequence: random, trialTypes=86, nReps=1, seed=None
26.0689 	EXP 	New trial (rep=0, index=0): OrderedDict([('TrialID', 60), ('Word', 'papallona'), ('FileName', 'Stimuli/Sounds/papallona.wav')])
26.1018 	DATA 	Keypress: return
26.1237 	EXP 	instructions_title: autoDraw = False
26.1237 	EXP 	instructions_text: autoDraw = False
26.1237 	EXP 	instructions_next: autoDraw = False
26.1237 	EXP 	trial_word: text = '[Testing sound: papallona]'
26.1237 	EXP 	trial_response_display: text = ''
26.1237 	EXP 	trial_fixation: autoDraw = True
26.1237 	EXP 	trial_response_display: text = ''
27.0471 	DATA 	Keypress: f
27.0756 	EXP 	trial_response_display: text = 'f'
27.0923 	EXP 	trial_word: autoDraw = True
27.0923 	EXP 	trial_response_display: autoDraw = True
27.1261 	EXP 	trial_fixation: autoDraw = False
27.2613 	DATA 	Keypress: f
27.2762 	EXP 	trial_response_display: text = 'ff'
27.4289 	DATA 	Keypress: f
27.4433 	EXP 	trial_response_display: text = 'fff'
27.7293 	DATA 	Keypress: f
27.7442 	EXP 	trial_response_display: text = 'ffff'
27.8983 	DATA 	Keypress: f
27.9279 	EXP 	trial_response_display: text = 'fffff'
28.0475 	DATA 	Keypress: f
28.0615 	EXP 	trial_response_display: text = 'ffffff'
28.1810 	DATA 	Keypress: f
28.1960 	EXP 	trial_response_display: text = 'fffffff'
28.4812 	DATA 	Keypress: f
28.4959 	EXP 	trial_response_display: text = 'ffffffff'
31.8084 	DATA 	Keypress: p
31.8390 	EXP 	trial_response_display: text = 'ffffffffp'
32.5934 	EXP 	New trial (rep=0, index=1): OrderedDict([('TrialID', 7), ('Word', 'berenar'), ('FileName', 'Stimuli/Sounds/berenar.wav')])
32.6237 	EXP 	trial_word: autoDraw = False
32.6237 	EXP 	trial_response_display: autoDraw = False
32.6237 	EXP 	trial_fixation: autoDraw = False
32.6237 	EXP 	trial_word: autoDraw = False
32.6237 	EXP 	trial_response_display: autoDraw = False
32.6237 	EXP 	trial_word: text = '[Testing sound: berenar]'
32.6237 	EXP 	trial_response_display: text = ''
32.6237 	EXP 	trial_fixation: autoDraw = True
33.5928 	EXP 	trial_word: autoDraw = True
33.5928 	EXP 	trial_response_display: autoDraw = True
33.6266 	EXP 	trial_fixation: autoDraw = False
35.2329 	DATA 	Keypress: p
35.2479 	EXP 	trial_response_display: text = 'p'
36.4866 	DATA 	Keypress: p
36.5010 	EXP 	trial_response_display: text = 'pp'
36.9044 	DATA 	Keypress: p
36.9184 	EXP 	trial_response_display: text = 'ppp'
37.7232 	DATA 	Keypress: p
37.7377 	EXP 	trial_response_display: text = 'pppp'
37.8731 	DATA 	Keypress: p
37.8879 	EXP 	trial_response_display: text = 'ppppp'
37.9756 	DATA 	Keypress: p
38.0048 	EXP 	trial_response_display: text = 'pppppp'
38.1070 	DATA 	Keypress: p
38.1223 	EXP 	trial_response_display: text = 'ppppppp'
38.2405 	DATA 	Keypress: p
38.2559 	EXP 	trial_response_display: text = 'pppppppp'
38.3426 	DATA 	Keypress: p
38.3724 	EXP 	trial_response_display: text = 'ppppppppp'
38.4577 	DATA 	Keypress: p
38.4735 	EXP 	trial_response_display: text = 'pppppppppp'
38.5750 	DATA 	Keypress: p
