participant,trial_id,word,phonology,language_l1,test_language,accuracy,typing_onset,sim,lev,frequency_zipf
11311,136,forquilla,/furˈki.ʎə/,English,Catalan,0.037037037037037,3.585000038,0.394112159483353,-0.488232349979428,-0.0359835860767726
11311,137,fulla,/ˈfu.ʎə/,English,Catalan,0.04,1.199999809,-0.62795348370086,1.09633570949588,0.4748319524801
11311,138,galeta,/ɡəˈɫɛ.tə/,English,Catalan,0,1.750999928,-0.486153385457287,0.713853764105292,0.202090367707162
11311,139,galleda,/ɡəˈʎɛ.ðə/,English,Catalan,0.0204081632653061,3.832999945,-0.486153385457287,1.47881765488647,0.0577899496263742
11311,140,gat,/ˈɡat/,English,Catalan,0.222222222222222,1.001000166,1.62059093130441,-2.09101383542571,1.10605525541802
11311,141,gerd,/ˈʒɛrt/,English,Catalan,0.0277777777777778,3.76699996,-0.729239268160558,0.713853764105292,-0.814092026701094
11311,142,girafa,/ʒiˈɾa.fə/,English,Catalan,0.102040816326531,0.350000143,0.202589948868652,-0.0511101266758919,-0.144464445630247
11311,143,globus,/ˈɡɫɔ.βus/,English,Catalan,0.111111111111111,2.334000111,-0.0810102476185002,0.203877836917833,0.706327362355424
11311,144,gorra,/ˈɡo.rə/,English,Catalan,0.04,4.650000095,-0.992582307755769,1.47881765488647,0.254773550475609
11311,145,got,/ˈɡɔt/,English,Catalan,0.222222222222222,4.183000088,0.486190145355804,-1.32604994464453,0.816039093838303
11311,146,guitarra,/giˈta.rə/,English,Catalan,0.09375,0.15199995,1.10311265070123,-0.879821008355508,0.613520196371944
11311,148,lleo,/ʎəˈo/,English,Catalan,0,3.582999945,-0.62795348370086,0.3313718187147,0.736025022456077
11311,149,llibre,/ˈʎi.βɾə/,English,Catalan,0,1.083999872,-1.29643966113486,0.637357375027173,1.49127579952652
11311,150,lloro,/ʎoˈɾu/,English,Catalan,0.04,2.334000111,-1.39367401421617,1.47881765488647,0.135633870902364
11311,151,lluna,/ˈʎu.nə/,English,Catalan,0.04,0.565000057,0.283618576436412,0.522612791409996,1.10094214716348
11311,152,ma,/ˈma/,English,Catalan,0.0612244897959184,1.131999969,-0.62795348370086,0.426992305062348,0.943545865720729
11311,153,mico,/ˈmi.ku/,English,Catalan,0.0277777777777778,1.267999887,0.931847596978469,-0.739577628378957,0.540872603220675
11311,154,mirall,/miˈɾaʎ/,English,Catalan,0.0277777777777778,1.700000048,0.753584616329403,0.3313718187147,0.6483280266017
11311,155,moneda,/muˈnɛ.ðə/,English,Catalan,0.0277777777777778,1.218000174,-0.405124757889527,0.905094736800587,0.565832262502085
11311,156,moto,/ˈmo.tu/,English,Catalan,0.0493827160493827,1.299999952,-0.0799714190599368,-0.476090065998775,0.825146502574792
11311,157,mussol,/muˈsɔɫ/,English,Catalan,0.0833333333333333,0.86500001,-0.0810102476184966,-0.12760651575401,0.195145014034752
11311,158,nas,/nas/,English,Catalan,0,3.48300004,0.261914479766477,-0.720453531109427,0.953346054041224
11311,160,orella,/uˈɾɛ.ʎə/,English,Catalan,0.0277777777777778,1.8349998,-0.254643020977978,-0.0511101266758919,0.556768885121305
11311,161,ovella,/uˈbɛ.ʎə/,English,Catalan,0.0555555555555556,1.883999825,-1.05335377843159,0.637357375027173,0.185826931572852
11311,162,pa,/pa/,English,Catalan,0.04,1.26699996,-0.992582307755769,1.47881765488647,1.34769493849709
11311,163,papallona,/pə.pəˈʎo.nə/,English,Catalan,0.0617283950617284,3.203999996,-0.719110689714587,-0.14673061302354,0.244057781479665
